pays,img_src,description_pays,accessibilite,description_ville,continent,score,nom_ville
La barbade,https://api.mobeetravel.com/assets/5171861e-365d-4801-8708-a08f0d240cab,"La Barbade, située dans les eaux cristallines de la mer des Caraïbes, est une île paradisiaque qui offre un mélange parfait de plages de sable blanc, de paysages tropicaux luxuriants et d'une culture vibrante. Avec son climat ensoleillé tout au long de l'année, la Barbade est une destination idéale pour les amoureux de la plage et les passionnés de sports nautiques. Explorez les récifs coralliens colorés lors de séances de plongée ou de snorkeling, ou détendez-vous simplement sur les magnifiques plages de la côte ouest, connue sous le nom de la ""Côte platine"". La Barbade offre également une riche histoire, avec des plantations sucrières historiques et des sites culturels tels que Bridgetown, sa capitale animée. Savourez la délicieuse cuisine locale, imprégnée d'influences caribéennes et britanniques, et laissez-vous emporter par l'ambiance chaleureuse et accueillante de l'île.
La Barbade se concentre sur l'amélioration de l'accessibilité pour les personnes à mobilité réduite (PMR) afin de garantir une expérience agréable et inclusive à tous les visiteurs. Les hôtels et les complexes touristiques de l'île ont investi dans des infrastructures adaptées pour accueillir les PMR. De nombreux établissements proposent des chambres spécialement conçues pour les personnes à mobilité réduite, avec des rampes d'accès, des portes plus larges, des salles de bains adaptées et des équipements facilitant la mobilité.
Les plages publiques de la Barbade ont également fait l'objet d'aménagements pour permettre un accès plus facile aux PMR. Des passerelles et des rampes ont été installées pour faciliter l'accès aux zones de plage, et des chaises de plage spéciales sont disponibles pour les personnes ayant des besoins particuliers. Certaines plages sont équipées de fauteuils de plage flottants qui permettent aux PMR de profiter pleinement des eaux cristallines et des activités nautiques.","Un programme a été mis en place par le Conseil de la Barbade pour les personnes handicapées, il s'appelle Fully Accessible Barbados (FAB) et il a pour objectif de rendre le pays complètement accessible pour les personnes à mobilité réduite en passant par des activités et infrastructures adaptées PMR. Votre séjour à la Barbade devrait donc se faire sans encombre.","Direction les Caraïbes pour un séjour au choix, d'aventure ou plein de romantisme. L'île vous offrira différentes possibilités, à l'ouest des eaux calmes parfaites pour un moment de détente ou pour nager au large. A l'est, vous ferez face à d'énormes rouleaux qui déferleront sur la plage. Quoi qu'il en soit, vous serez toujours entouré d'eaux turquoise et de plage de sable fin, un paysage digne d'une carte postale pour passer des instants inoubliables. Pendant votre voyage, vous pourrez également découvrir la culture locale en rencontrant les habitants de l'île et en dégustant des plats typiques. ",Caraïbes,94,Barbade
Les Maldives,https://api.mobeetravel.com/assets/52b20d48-5316-4eb9-853d-e88857380776,"Les Maldives, un archipel paradisiaque situé au cœur de l'océan Indien, est une destination de rêve pour les amoureux de la mer et du soleil. Avec ses plages de sable blanc immaculé, ses eaux cristallines d'un bleu azur et ses récifs coralliens spectaculaires, les Maldives offrent un décor de carte postale à chaque pas. Les villas sur pilotis, suspendues au-dessus des lagons turquoise, sont emblématiques de cette destination idyllique. Les Maldives sont un véritable sanctuaire pour les amateurs de plongée sous-marine, avec une vie marine exceptionnelle à découvrir, des coraux colorés aux raies manta majestueuses. Le luxe des resorts, les spas de classe mondiale et l'accueil chaleureux des Maldiviens complètent cette expérience de vacances de rêve, où le temps semble s'arrêter.
Il est important de noter que les Maldives peuvent présenter des défis en termes d'accessibilité pour les personnes à mobilité réduite (PMR). Les complexes touristiques des Maldives sont généralement conçus pour offrir une expérience de luxe, avec des villas sur pilotis et des infrastructures construites sur des îles. Cependant, certains resorts proposent des chambres et des installations adaptées pour les PMR, comme des rampes d'accès, des ascenseurs et des salles de bains adaptées. Il est recommandé de contacter les resorts et les agences de voyage à l'avance pour obtenir des informations spécifiques sur l'accessibilité et les services disponibles.",L’accès aux hôtels ainsi que les équipements (matériels médicalisés) qu’ils proposent sont pour la plupart adaptés pour les personnes handicapées. Les chemins qui mènent aux plages se font sans encombre pour les personnes en fauteuil roulant puisque les Maldives sont réputés pour être un archipel extrêmement plat (quasiment aucune marche).,"Envolez-vous pour un archipel composé de 1200 îles. Dès la descente de l’avion, vous sentirez une atmosphère de sérénité et de dépaysement total, entre vastes étendues de plages, de sable fin et de lagunes. L’eau turquoise est à 28 degrés toute l’année, vous pourrez y admirer les bancs de poissons, c’est un bout de paradis qui s’offre à vous grâce à une faune et une flore d’exception. Les Maldives riment avec luxe et tranquillité, vous vous sentirez seul au monde comme si ce dernier vous appartenait, dépourvu de toute connexion, vous vous sentirez libre !",Océan Indien,69,Maldives
Luxembourg,https://api.mobeetravel.com/assets/8726c751-b779-4150-9772-da7ee672783a,"Le Luxembourg, situé entre la France, la Belgique et l'Allemagne, est un joyau méconnu de l'Europe. Malgré sa petite taille, ce pays regorge de richesses culturelles, historiques et naturelles. Sa capitale, Luxembourg-Ville, est un site classé au patrimoine mondial de l'UNESCO, avec ses impressionnantes fortifications médiévales et ses vues panoramiques sur la vallée de l'Alzette. Le Luxembourg est également réputé pour ses châteaux romantiques, ses charmants villages pittoresques et ses paysages vallonnés. Les amoureux de la nature trouveront leur bonheur dans les nombreuses réserves naturelles et parcs nationaux du pays. Le Luxembourg est également un centre financier et culturel dynamique, offrant une scène artistique florissante, des festivals renommés et une gastronomie raffinée. Ce pays multilingue et cosmopolite saura vous séduire par son mélange unique de traditions et de modernité.
Le Luxembourg accorde une grande importance à l'accessibilité pour les personnes à mobilité réduite (PMR). De nombreux efforts ont été déployés pour rendre les infrastructures publiques, les transports et les établissements accessibles à tous. Les principales attractions touristiques du pays, y compris les sites historiques et culturels, sont souvent équipées de rampes d'accès, d'ascenseurs et de toilettes adaptées aux PMR. Les transports en commun, tels que les bus et les trains, sont également conçus pour être accessibles, avec des dispositifs d'entrée facilitée et des espaces réservés aux personnes en fauteuil roulant.","En 2022, la ville de Luxembourg a reçu l'Access City Award, le prix de la ville la plus accessible pour les personnes handicapées. En effet, des experts se réunissent pour définir la ville européenne la plus adaptée pour les personnes en situation de handicap. Grâce à ses transports en commun adaptés, son centre et ses infrastructures accessibles, Luxembourg a été reconnue comme étant la plus accessible aux PMR en Europe.","Partez à la découverte de ce pays riche par sa culture, ses activités sportives, ses sommets gastronomiques ou encore ses paysages sauvages. Apprenez-en davantage sur l'histoire de ce petit pays situé au coeur de l'Europe et qui n'hésite pas à se réinventer chaque jour. Votre séjour adapté à votre handicap aux Luxembourg répondra à toutes vos attentes. ",Europe,99,Luxembourg
Malte,https://api.mobeetravel.com/assets/23234825-cdf1-433d-9177-06069bed890a,"Malte, située au cœur de la mer Méditerranée, est une île envoûtante qui allie histoire millénaire et charme méditerranéen. Avec son patrimoine culturel fascinant, ses vestiges mégalithiques vieux de plusieurs milliers d'années et ses cités fortifiées, Malte offre un voyage dans le temps. La capitale, La Valette, est un chef-d'œuvre architectural avec ses ruelles pavées, ses palais baroques et sa majestueuse cathédrale. Les amateurs de plages seront comblés par les eaux cristallines et les criques idylliques de l'île de Gozo. Les amateurs de sports nautiques peuvent s'adonner à la plongée sous-marine, à la planche à voile et au jet-ski le long des côtes maltaises. La cuisine maltaise, influencée par les traditions méditerranéennes, offre une explosion de saveurs, notamment le fameux pastizzi, une délicieuse pâtisserie à base de pâte feuilletée. Malte, avec son mélange unique de cultures et de paysages à couper le souffle, ne manquera pas de vous émerveiller à chaque instant.
Malte s'engage à améliorer l'accessibilité pour les personnes à mobilité réduite (PMR) afin de garantir une expérience agréable à tous les visiteurs. De nombreux hôtels, restaurants, musées et sites touristiques ont pris des mesures pour rendre leurs installations accessibles. Les rampes d'accès, les ascenseurs et les salles de bains adaptées aux PMR sont de plus en plus courants dans les établissements. Les transports publics à Malte, tels que les bus, sont également équipés pour accueillir les PMR, avec des bus accessibles et des arrêts adaptés.","La ville essaye de tout mettre en place pour devenir une destination pour tous, cependant la ville dispose de rues avec de pentes importantes et certains centres historiques ne sont pas adaptés pour les personnes en fauteuil roulant. Les personnes handicapées pourront donc visiter Malte avec un accompagnateur.","Partez pour une île indépendante située au coeur de la mer Méditerranée, au sud de la Sicile et à moins de 3h de vol de Paris. Malte, la destination ou les hivers sont doux et les étés sont chauds, la température descend rarement en-dessous de 18 degrés.",Europe,80,Malte
Maroc,https://api.mobeetravel.com/assets/4891fe56-f7cd-475e-ac41-795a69f9fc84,"Le Maroc, un pays fascinant situé en Afrique du Nord. Le Maroc est connu pour sa diversité culturelle, son patrimoine historique riche et ses paysages à couper le souffle. De la majestueuse chaîne de l'Atlas aux étendues désertiques du Sahara, en passant par les villes impériales de Marrakech, Fès, Rabat et Meknès, le Maroc offre une variété d'expériences uniques. Les visiteurs peuvent se perdre dans les ruelles animées des médinas, explorer les souks colorés, visiter les palais somptueux et se régaler de la cuisine marocaine aux saveurs exquises. Le pays est également réputé pour sa tradition de l'hospitalité chaleureuse, où les visiteurs sont accueillis à bras ouverts. Que vous soyez intéressé par l'histoire, la nature, l'aventure ou le bien-être, le Maroc offre une multitude de possibilités pour satisfaire tous les types de voyageurs.
 
En ce qui concerne l'accessibilité pour les personnes handicapées, le Maroc a progressivement fait des efforts pour améliorer l'accessibilité dans les infrastructures et les services. Dans les grandes villes touristiques comme Marrakech, Rabat et Casablanca, vous trouverez des hôtels, des restaurants et des attractions touristiques équipés de rampes d'accès, d'ascenseurs et de toilettes adaptées.","Concernant l'accessibilité pour les personnes à mobilité réduite ou en situation de handicap, nous vous conseillons de louer un véhicule TPMR pour ne pas avoir de mauvaises surprises et surtout, ne pas perdre de temps. En revanche, beaucoup de lieux touristiques sont accessibles, notamment aux personnes en fauteuil roulant, vous pourrez donc visiter Marrakech facilement.","Partez vous ressourcer à Marrakech, déambulez dans les souks colorés, retrouvez-vous au milieu des senteurs d'épices, détendez-vous dans les célèbres hammams marocains et découvrez la culture méditerranéenne. Partez à la découverte de nouvelles saveurs et spécialités marocaines, dégustez des plats nouveaux, et gardez-en un souvenir inoubliable.",Afrique,73,Marrakech
Monaco,https://api.mobeetravel.com/assets/9853d468-b99d-4f1a-bda5-637bb2d709ce,"Monaco, petite principauté située sur la Côte d'Azur, est un lieu synonyme de glamour, de sophistication et de style de vie raffiné. Nichée entre la mer Méditerranée et les montagnes, Monaco est réputée pour son célèbre casino, son port de plaisance rempli de yachts luxueux et ses voitures de sport rutilantes. Le Palais princier, résidence officielle de la famille royale de Monaco, domine majestueusement la vieille ville, tandis que le quartier de Monte-Carlo offre un mélange unique de boutiques de créateurs, de restaurants étoilés au Guide Michelin et d'hôtels de luxe. Les amateurs de formule 1 ne manqueront pas de visiter le célèbre circuit de Monaco, qui accueille chaque année l'un des Grand Prix les plus prestigieux du calendrier. Avec son climat méditerranéen agréable, ses jardins exotiques et sa vue imprenable sur la mer, Monaco est une destination qui incarne l'élégance et le luxe à l'état pur.
 
Monaco accorde une attention particulière à l'accessibilité pour les personnes à mobilité réduite (PMR). De nombreux efforts ont été déployés pour rendre les infrastructures publiques, les transports et les établissements accessibles à tous. La plupart des hôtels, des restaurants, des magasins et des attractions touristiques sont équipés de rampes d'accès, d'ascenseurs et de toilettes adaptées pour les PMR. Les transports en commun, tels que les bus et les trains, sont également accessibles, avec des dispositifs spéciaux pour faciliter l'embarquement et le débarquement des personnes en fauteuil roulant.","En 2011, le gouvernement Monégasque a décidé d'accroître sa politique concernant l'accessibilité des personnes à mobilité réduite aux établissements recevant du public, afin qu'elles puissent à terme être toutes accessibles aux personnes handicapées. Bonne nouvelle : l'intégralité des bus qui circulent dans la principauté sont accessibles aux PMR. Ils peuvent accueillir des personnes en fauteuil roulant, et un système audio a été mis en place pour avertir les personnes mal-voyantes des différents arrêts. Les arrêts ont été élargis pour faciliter la montée et la descente des personnes en situation de handicap ou à mobilité réduite. Il reste encore du chemin à faire pour la ville de Monaco sur l'accessibilité de ces transports en communs.","Le second plus petit état du monde après le vatican et le plus célèbre rocher, Monaco, et ses 270 jours ensoleillés, n'attendent plus que vous pour un séjour sur-mesure mémorable ! Remplie d'histoire et bénéficiant de tous les avantages des villes de la Côte d'Azur, Monaco vous apportera tout ce dont vous aviez besoin pour des vacances inoubliables.",Europe,51,Monaco
Namibie,https://api.mobeetravel.com/assets/e06317ef-2f8f-4f29-94fa-25d4436f9414,"La Namibie, située dans le sud-ouest de l'Afrique, est une destination extraordinaire qui offre une diversité de paysages à couper le souffle. Des immenses dunes de sable rouge du désert du Namib aux étendues sauvages du parc national d'Etosha, en passant par les formations rocheuses spectaculaires du désert du Kalahari, chaque coin de ce pays évoque un sentiment d'émerveillement. La Namibie abrite également des tribus indigènes fascinantes, telles que les Himbas, qui préservent leurs traditions ancestrales. Les amateurs de faune sauvage seront comblés par la présence d'animaux emblématiques tels que les éléphants, les lions et les rhinocéros noirs. Avec ses vastes étendues préservées, la Namibie est une destination de choix pour les amoureux de la nature, les aventuriers et les photographes en quête de paysages à couper le souffle.
La Namibie est consciente des défis auxquels sont confrontées les personnes à mobilité réduite (PMR) en termes d'accessibilité. Cependant, il convient de noter que les infrastructures et les services pour les PMR sont encore limités dans certaines régions du pays. ","Contrairement aux idées reçues, la Namibie dispose d’équipements, d’infrastructures et de transports adaptés pour les PMR, vous aurez bien-sûr besoin d'aide par moment, mais visiter la Namibie pour une personne en fauteuil roulant est totalement faisable. Les personnes handicapées pourront donc découvrir la Namibie.","Un voyage en Afrique vous fait rêver ? Envolez-vous pour la Namibie ! Découvrez des paysages désertiques, des animaux sauvages, et surtout une nature préservée du tourisme de masse, offrez-vous une déconnexion totale. Partez également à la rencontre des locaux et imprégnez-vous de leur culture en découvrant leurs traditions et en dégustant des plats typiques.",Afrique,88,Namibie
Pays-de-Galles,https://api.mobeetravel.com/assets/b348f97d-08b0-4cbc-b5fa-8bbe158552eb,"Le Pays de Galles, une nation riche en histoire, en paysages spectaculaires et en culture vibrante. Situé à l'ouest de la Grande-Bretagne, le Pays de Galles offre une combinaison unique de magnifiques côtes, de montagnes imposantes et de charmantes villes médiévales. Les visiteurs peuvent explorer les châteaux légendaires, tels que le château de Caernarfon et le château de Conwy, qui témoignent du passé tumultueux du pays. Les amoureux de la nature seront enchantés par les parcs nationaux du Snowdonia et de Brecon Beacons, où ils pourront faire de la randonnée, de l'escalade et du vélo à travers des paysages à couper le souffle. Le Pays de Galles abrite également une langue celtique vivante, le gallois, ainsi qu'une scène artistique et culturelle dynamique, avec des festivals, des musées et des centres d'art contemporain. 
En ce qui concerne l'accessibilité pour les personnes handicapées, le Pays de Galles s'engage à fournir des installations et des services adaptés pour assurer l'inclusion des personnes handicapées.","Le Pays de Galles est composé de paysages totalement différents, entre villes et nature. Les villes sont généralement plutôt plates et donc accessibles aux PMR, les grands espaces quant à eux ne sont pas tous adaptés pour les personnes handicapées, mais les personnes en fauteuil roulant pourront malgré tout avoir accès à des lieux sauvages et vivre une véritable expérience aux Pays de Galles.","Partez à la découverte de ce pays aux paysages naturels, entre sommets enneigés et côtes sauvages. Pendant votre séjour adapté aux personnes handicapées, vous pourrez vous ressourcer au coeur des grands espaces offerts par le Pays de Galles, mais vous pourrez également profiter de la ville, à Cardiff par exemple. ",Europe,48,Pays de galles
Pologne,https://api.mobeetravel.com/assets/e514b80d-a4d9-4f47-a49e-677383a3c1b8,"La Pologne est un pays d'Europe centrale avec une histoire riche et une culture unique. Le pays est connu pour ses magnifiques villes médiévales, ses châteaux imposants et ses forêts verdoyantes. La Pologne a également connu une croissance économique rapide ces dernières années et est devenue une destination de plus en plus populaire pour les voyageurs. Les habitants sont accueillants et fiers de leur patrimoine culturel, ce qui se reflète dans la musique traditionnelle, la danse, l'artisanat et la cuisine locale. Les villes comme Cracovie, Varsovie et Gdańsk sont des joyaux culturels qui attirent des visiteurs du monde entier. De plus, la Pologne possède de nombreuses zones naturelles protégées, telles que les Tatras, une chaîne de montagnes qui offre des vues spectaculaires et de nombreuses activités en plein air.
L'accessibilité pour les personnes en situation de handicap en Pologne est en constante amélioration, mais il reste encore des défis à surmonter.","La ville est plutôt plate, quant au revêtement des routes et des trottoirs, les personnes en fauteuil roulant pourront rencontrer quelques difficultés pour circuler, il est donc recommandé d'être accompagné. Les transports en commun sont tous adaptés aux personnes handicapées, exceptés les anciens tramways, mais pas de panique, vous trouverez toujours une solution pour vous rendre dans un quartier. Il est préférable pour les personnes à mobilité réduite et en situation de handicap d'être accompagnées, car les transports en commun disposent de rampe manuelle. ","Capitale culturelle de la Pologne, Cracovie est une ville pleine de charme, répertoriée à l'Unesco pour sa richesse architecturale. Réputée pour sa vie étudiante, elle est également connue pour les nombreuses personnalités qui lui sont associées : le Pape Jean Paul II, le dramaturge Kantor ou encore le violoniste Nigel Kennedy. Très souvent comparée à Rome, Cracovie est conservatrice et ses habitants aiment flâner et profiter de la vie dans les cafés et les restaurants de la ville. Cracovie est une destination pour tous, à venir visiter sans tarder.",Europe,67,Cracovie
Portugal,https://api.mobeetravel.com/assets/0315be0c-e29b-40b6-8853-211ea6f5b733,"Le Portugal est réputé pour son mélange unique de beauté naturelle, de riche patrimoine historique et culturel, ainsi que pour sa cuisine délicieuse. Des magnifiques plages de l'Algarve aux villes historiques de Lisbonne et Porto, en passant par les vignobles de la vallée du Douro, le Portugal offre une grande diversité de paysages et d'expériences. Les visiteurs peuvent explorer les ruelles pavées des quartiers médiévaux, découvrir les imposants châteaux et les palais royaux, déguster les vins locaux et se détendre sur les plages baignées de soleil. La richesse culturelle du Portugal se reflète également dans sa musique traditionnelle, le fado, et ses festivals animés, tels que les célébrations de la Semaine sainte et les fêtes des saints populaires. 
 
En ce qui concerne l'accessibilité pour les personnes handicapées, le Portugal a mis en place des mesures pour garantir une expérience de voyage inclusive et adaptée à tous. Dans les grandes villes, comme Lisbonne et Porto, de plus en plus d'hôtels, de restaurants et de boutiques se sont adaptés pour accueillir les personnes handicapées, en proposant des chambres accessibles, des installations adaptées et un personnel formé pour répondre à leurs besoins spécifiques.","La ville est placée sur plusieurs collines, il y a donc quelques pentes et reliefs, et il n’est pas toujours simple de circuler dans les rues pavées pour les personnes en fauteuil roulant. Cependant, elle dispose d’un funiculaire qui évite de se déplacer à pied ou en fauteuil roulant pour visiter les sites touristiques. Les personnes handicapées pourront donc visiter la ville.","Partez à l’aventure et découvrez une destination accessible PMR incontournable en Europe : Lisbonne ! Située entre mers et montagnes, elle dispose d’un climat tempéré toute l’année. Le coût de la vie est très abordable et la gentillesse des portugais est indéniable. Elle dispose également d’un patrimoine historique exceptionnel, des bâtiments colorés et d’une architecture propre à elle.",Europe,61,Lisbonne
République-Dominicaine,https://api.mobeetravel.com/assets/ae438320-a660-4549-bc2b-0abb455ce9f8,"La République dominicaine, un pays situé dans les Caraïbes, sur l'île d'Hispaniola. Célèbre pour ses plages paradisiaques, ses eaux cristallines et sa nature luxuriante, la République dominicaine attire des millions de visiteurs chaque année. Les touristes peuvent se détendre sur les plages idylliques de Punta Cana, explorer la vieille ville de Santo Domingo avec son architecture coloniale, ou s'aventurer dans les montagnes de la cordillère centrale pour découvrir des cascades spectaculaires et des paysages à couper le souffle. Le pays offre également une richesse culturelle et historique, avec des influences taïnos, africaines et européennes, qui se reflètent dans la musique, la danse et la cuisine dominicaine. Que vous soyez à la recherche de détente, d'aventure ou de découverte culturelle, la République dominicaine offre une expérience inoubliable dans un cadre tropical enchanteur.
 
En ce qui concerne l'accessibilité pour les personnes handicapées, la République dominicaine fait des progrès pour améliorer l'accessibilité et l'inclusion. De nombreux hôtels, restaurants et centres touristiques ont mis en place des installations adaptées pour les personnes handicapées, notamment des rampes d'accès, des chambres accessibles et des toilettes adaptées. ","Concernant l’accessibilité de l’île, comme le reste des îles voisines, la République Dominicaine n’offre pas les meilleures conditions de circulation pour les personnes en fauteuil roulant. En revanche, les infrastructures essayent d’évoluer et de faciliter le séjour des personnes à mobilité réduite. De plus, les locaux sont très serviables et toujours prêt à aider les personnes handicapées.","Forêts tropicales, immenses plages d’eau turquoise, gigantesques montagnes et grandes vallées, voilà ce qui vous attend en République Dominicaine. N’attendez plus et préparez votre départ pour la plus célèbre et européenne des îles des Caraïbes. La République Dominicaine vous racontera son histoire coloniale, vous permettra de profiter d’un tourisme balnéaire des plus complets et vous promet des activités incroyables. Choisissez de partir au soleil pour des vacances inoubliables en famille, entre amis ou bien en amoureux.",Amérique du Nord,53,Punta cana
République-Tchèque,https://api.mobeetravel.com/assets/23462283-b44c-4fb1-92d6-f4a3b99e3033,"La République tchèque est renommée pour son riche patrimoine culturel, ses villes médiévales bien préservées et ses paysages magnifiques. Avec une population d'environ 10 millions d'habitants, le pays offre une combinaison unique d'histoire, d'architecture et de nature. Prague, la capitale, est célèbre pour son centre historique classé au patrimoine mondial de l'UNESCO, ses imposants châteaux et ses charmantes ruelles pavées. Mais la République tchèque ne se limite pas à Prague : elle regorge de joyaux tels que Cesky Krumlov, Karlovy Vary et Kutná Hora, offrant des expériences culturelles et architecturales uniques. Les Tchèques sont réputés pour leur hospitalité, leur amour de la bière et leur attachement à leurs traditions folkloriques.
 
En ce qui concerne l'accessibilité pour les personnes handicapées, la République tchèque s'engage à devenir de plus en plus inclusive. Des progrès ont été réalisés en matière d'accessibilité dans les grandes villes et les attractions touristiques majeures, comme Prague.","Question accessibilité, il faut noter que Prague n’est pas la ville la plus adaptée, mais les installations s’améliorent dans la capitale. Les rues sont étroites et couvertes de pavés irréguliers, ce qui ne facilitent pas le passage des personnes en fauteuil roulant. Il est important que les personnes à mobilité réduite et en situation de handicap prévoit leur itinéraire en avance afin d’éviter les mauvaises surprises. ","Direction la République Tchèque pour visiter sa capitale, Prague, autrement appelée La Ville aux Cent Clochers. Explorez cette ville au décor de compte de fées, qui abrite une infinité de tours magiques, des ruelles somptueuses avec des vitrines de boutiques minutieusement préparées. Prague est également connue pour son ambiance médiévale qui permet à ses visiteurs de remonter dans le temps. Une chose est sûre, cette ville remplie d’histoire ne vous laissera pas de marbre !",Europe,45,Prague
Russie,https://api.mobeetravel.com/assets/cda38030-2c76-4cc5-92d6-886f3ed28b87,"La Russie, le plus vaste pays du monde qui s'étend sur deux continents, l'Europe et l'Asie. La Russie est connue pour sa richesse historique, sa culture fascinante et ses paysages variés. Des villes emblématiques telles que Moscou et Saint-Pétersbourg offrent une architecture magnifique, des musées renommés et une scène artistique florissante. Le pays est également réputé pour sa nature sauvage, allant des vastes plaines de la Sibérie aux majestueuses montagnes de l'Oural. Les voyageurs peuvent découvrir la diversité culturelle de la Russie en visitant ses nombreux sites historiques, en assistant à des ballets et des opéras renommés, ou en explorant la nature préservée dans des parcs nationaux et des réserves naturelles. La Russie offre une expérience unique et immersive, où les visiteurs peuvent se plonger dans une culture riche et découvrir des paysages à couper le souffle.
En ce qui concerne l'accessibilité pour les personnes handicapées, la Russie a fait des efforts pour améliorer l'accessibilité dans certaines régions et villes. Les grandes villes comme Moscou et Saint-Pétersbourg sont plus susceptibles d'avoir des installations adaptées, notamment des rampes d'accès dans les lieux publics, des ascenseurs spacieux et des toilettes adaptées. ","Malheureusement, Moscou ne compte pas parmi les villes les plus accessibles aux personnes handicapées. Les transports en commun, infrastructures et sites touristiques ne sont pas tous adapté aux PMR, et ne facilitent donc pas leur circulation. Nous recommandons donc aux personnes handicapées de voyager avec un accompagnateur pour avoir de l'aide dans leurs déplacements.","Viviez une expérience incroyable au coeur d'une ville qui allie tradition et modernité pendant votre séjour adapté aux personnes en situation de handicap. Parcourez ses rues, admirez ses édifices majestueux et ses temples imposants pour en apprendre davantage sur l'histoire qui a marqué cette ville aux grands espaces. Pendant votre séjour accessible, assistez à un spectacle et découvrez les spécialités culinaires locales. Vous reviendrez de ce voyage incroyable avec des souvenirs inoubliables.",Asie,67,Moscou
Singapour,https://api.mobeetravel.com/assets/2e19ed74-de73-4d04-bef5-40eac8ea5ff9,"Singapour, un petit État insulaire situé en Asie du Sud-Est, connu pour son dynamisme, sa prospérité et son mélange unique de cultures. Singapour est réputée pour son architecture moderne, ses jardins luxuriants et sa scène culinaire diversifiée. La ville-État offre une combinaison fascinante de gratte-ciel futuristes, de quartiers historiques préservés et de parcs impeccables. Les visiteurs peuvent se promener le long de la célèbre promenade de Marina Bay, visiter le quartier multiculturel de Chinatown et explorer les jardins botaniques classés au patrimoine mondial de l'UNESCO. Singapour est également un paradis pour les amateurs de gastronomie, avec une variété de plats locaux, de restaurants étoilés au Michelin et de stands de rue animés. Malgré sa taille compacte, Singapour offre une multitude d'activités et de découvertes qui en font une destination attrayante pour les voyageurs du monde entier.
 
En ce qui concerne l'accessibilité pour les personnes handicapées, Singapour est reconnue pour ses efforts soutenus visant à rendre la ville plus accessible et inclusive. ","Cette ville incroyable est l'une des plus accessibles pour les personnes handicapées. En effet, la grande majorité de ses rues sont adaptées et ses transports en commun, les trains et les gares sont entièrement accessibles aux personnes en fauteuil roulant. De plus, les sites touristiques et les équipements sportifs sont adaptés aux personnes handicapées.","Découvrez cette ville, qui est à la fois une île et une nation, composée de plus de 5 millions d'habitants. Reconnue comme étant une icône mondiale, vous parcourrez ses quartiers emblématiques et découvrirez sa culture à travers ses locaux et sa gastronomie. Vous profiterez d'un séjour accessible aux personnes handicapées dans une ville à l'ambiance unique.",Asie,60,Singapour
Suède,https://api.mobeetravel.com/assets/35587432-5214-44cf-ab57-ed2d9d33ec32,"Magnifique pays scandinave situé dans le nord de l'Europe. La Suède est réputée pour sa beauté naturelle époustouflante, avec ses vastes forêts, ses lacs cristallins et ses paysages enneigés à couper le souffle. Dotée d'une population d'environ 10 millions d'habitants, la Suède est célèbre pour son modèle de société progressiste et égalitaire. Le pays bénéficie d'un système de santé et d'éducation de qualité, ainsi que d'un niveau de vie élevé. Les Suédois sont reconnus pour leur esprit innovant, leur design élégant et leur engagement en faveur de la durabilité. Stockholm, la capitale, est une ville dynamique et cosmopolite, offrant une combinaison unique d'histoire, de culture, de gastronomie et de vie nocturne.
 
En ce qui concerne l'accessibilité pour les personnes handicapées, la Suède a mis en place des mesures importantes pour garantir l'inclusion et l'égalité des droits pour tous. Le pays est reconnu pour ses infrastructures et ses services accessibles. La Suède continue de travailler activement pour améliorer l'accessibilité et l'inclusion, et cherche constamment à mettre en œuvre de nouvelles initiatives et à sensibiliser la société aux besoins des personnes handicapées.","Concernant l’accessibilité, elle ne détonne pas des autres pays scandinaves « handi friendly », en effet, la capitale suédoise est très accessible aux personnes à mobilité et en situation de handicap. L’ensemble des transports en commun et infrastructures sont adaptées pour les personnes  en fauteuil roulant.","Entre nature et ville, Stockholm et ses quatorze îles au coeur de la mer Baltique n’attendent plus que vous. Partez pour la capitale suédoise et découvrez son ambiance, son charme et ses différences en fonction des saisons, toutes aussi merveilleuses. Visitez cette ville, comparée à une « Venise de glace », en commençant par vous balader dans les ruelles pavées du quartier de Gamla Stan, admirez les façades colorées et les boutiques typiquement suédoises. Puis, vous pourrez visiter le Palais Royal pour en apprendre davantage sur la royauté suédoise, la relève de la garde vous offrira un spectacle mémorable. En bref, Stockholm répondra à toutes vos attentes.",Europe,94,Stockholm
